"","date","crimes","arson","assault","damage","disorder","dui","drug","larceny","vehi_theft","family","away_team","home_team","day_night","completed","pitch","attendance","game_time","name","city","state","Game","Date","Opponent","Score","Decision","Record","X","X.1","X.2","X.3","X.4","X.5"
"217",2018-08-05,615,1,181,72,2,0,0,164,7,4,"HOU","LAN","D",NA,"LOS03",50628,174,"Dodger Stadium","Los Angeles","CA","113","08-05-2018","vs Houston Astros","3-2","W","62-51",NA,NA,NA,NA,NA,NA
"218",2018-08-06,616,0,154,52,1,0,0,193,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2018-08-07,602,0,158,54,2,0,0,181,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2018-08-08,657,0,162,67,4,0,0,196,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2018-08-09,641,0,162,60,6,0,0,166,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2018-08-10,653,2,174,55,1,0,0,190,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2018-08-11,660,1,189,60,6,0,0,207,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2018-08-12,625,1,186,62,3,0,0,181,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2018-08-13,580,2,146,42,3,0,0,175,10,7,"SFN","LAN","N",NA,"LOS03",45229,185,"Dodger Stadium","Los Angeles","CA","120","08-13-2018","vs San Francisco Giants","2-5","L","64-56",NA,NA,NA,NA,NA,NA
"226",2018-08-14,638,1,146,48,6,0,0,197,9,6,"SFN","LAN","N",NA,"LOS03",46734,189,"Dodger Stadium","Los Angeles","CA","121","08-14-2018","vs San Francisco Giants","1-2","L","64-57",NA,NA,NA,NA,NA,NA
"227",2018-08-15,633,2,152,49,8,0,0,173,11,3,"SFN","LAN","N",NA,"LOS03",44987,245,"Dodger Stadium","Los Angeles","CA","122","08-15-2018","vs San Francisco Giants","4-3","W","65-57",NA,NA,NA,NA,NA,NA
"228",2018-08-16,659,0,180,62,5,0,0,190,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2018-08-17,619,1,152,52,4,0,0,174,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2018-08-18,662,1,191,63,3,0,0,191,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2018-08-19,630,0,186,68,1,0,0,183,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2018-08-20,627,1,154,64,6,0,0,174,11,2,"SLN","LAN","N",NA,"LOS03",42402,250,"Dodger Stadium","Los Angeles","CA","126","08-20-2018","vs St. Louis Cardinals","3-5","L","67-59",NA,NA,NA,NA,NA,NA
"233",2018-08-21,647,1,159,57,2,0,0,184,15,1,"SLN","LAN","N",NA,"LOS03",43923,205,"Dodger Stadium","Los Angeles","CA","127","08-21-2018","vs St. Louis Cardinals","2-5","L","67-60",NA,NA,NA,NA,NA,NA
"234",2018-08-22,570,1,148,55,2,0,0,180,5,6,"SLN","LAN","N",NA,"LOS03",48247,182,"Dodger Stadium","Los Angeles","CA","128","08-22-2018","vs St. Louis Cardinals","1-3","L","67-61",NA,NA,NA,NA,NA,NA
"235",2018-08-23,619,1,141,69,5,0,0,198,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2018-08-24,642,1,165,55,3,0,0,196,6,0,"SDN","LAN","N",NA,"LOS03",47559,168,"Dodger Stadium","Los Angeles","CA","129","08-24-2018","vs San Diego Padres","11-1","W","68-61",NA,NA,NA,NA,NA,NA
"237",2018-08-25,568,1,148,55,6,0,0,170,4,2,"SDN","LAN","N",NA,"LOS03",53528,206,"Dodger Stadium","Los Angeles","CA","130","08-25-2018","vs San Diego Padres","5-4","W","69-61",NA,NA,NA,NA,NA,NA
"238",2018-08-26,571,1,165,47,2,0,0,160,8,1,"SDN","LAN","D",NA,"LOS03",43252,187,"Dodger Stadium","Los Angeles","CA","131","08-26-2018","vs San Diego Padres","7-3","W","70-61",NA,NA,NA,NA,NA,NA
"239",2018-08-27,621,1,143,49,4,0,0,196,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2018-08-28,615,1,164,47,6,0,0,169,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2018-08-29,676,1,183,55,5,0,0,200,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2018-08-30,630,1,138,51,5,0,0,195,5,1,"ARI","LAN","N",NA,"LOS03",45150,194,"Dodger Stadium","Los Angeles","CA","134","08-30-2018","vs Arizona Diamondbacks","1-3","L","72-62",NA,NA,NA,NA,NA,NA
"243",2018-08-31,739,1,169,60,4,0,0,218,11,7,"ARI","LAN","N",NA,"LOS03",48965,153,"Dodger Stadium","Los Angeles","CA","135","08-31-2018","vs Arizona Diamondbacks","3-2","W","73-62",NA,NA,NA,NA,NA,NA
"244",2018-09-01,787,1,203,63,3,0,0,199,8,14,"ARI","LAN","N",NA,"LOS03",52394,179,"Dodger Stadium","Los Angeles","CA","136","09-01-2018","vs Arizona Diamondbacks","3-2","W","74-62",NA,NA,NA,NA,NA,NA
"245",2018-09-02,582,0,164,76,7,0,0,146,9,4,"ARI","LAN","D",NA,"LOS03",48517,215,"Dodger Stadium","Los Angeles","CA","137","09-02-2018","vs Arizona Diamondbacks","3-2","W","75-62",NA,NA,NA,NA,NA,NA
"246",2018-09-03,576,1,148,56,3,0,0,146,12,3,"NYN","LAN","N",NA,"LOS03",45206,210,"Dodger Stadium","Los Angeles","CA","138","09-03-2018","vs New York Mets","2-4","L","75-63",NA,NA,NA,NA,NA,NA
"247",2018-09-04,577,0,133,47,1,0,0,200,4,1,"NYN","LAN","N",NA,"LOS03",46651,197,"Dodger Stadium","Los Angeles","CA","139","09-04-2018","vs New York Mets","11-4","W","76-63",NA,NA,NA,NA,NA,NA
"248",2018-09-05,576,1,138,47,4,0,0,190,7,0,"NYN","LAN","D",NA,"LOS03",40317,159,"Dodger Stadium","Los Angeles","CA","140","09-05-2018","vs New York Mets","3-7","L","76-64",NA,NA,NA,NA,NA,NA
"249",2018-09-06,597,0,172,55,5,0,0,181,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2018-09-07,626,3,138,64,6,0,0,194,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2018-09-08,619,0,170,56,3,0,0,186,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2018-09-09,559,0,146,66,6,0,0,166,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2018-09-10,664,0,186,62,7,0,0,171,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2018-09-11,548,1,131,57,6,0,0,172,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2018-09-12,629,0,151,53,4,0,0,189,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2018-09-13,623,0,150,47,5,0,0,191,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2018-09-14,638,1,160,63,3,0,0,189,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2018-09-15,666,2,173,68,4,0,0,204,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2018-09-16,588,3,194,51,3,0,0,162,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2018-09-17,614,1,162,50,5,0,0,192,6,3,"COL","LAN","N",NA,"LOS03",45970,187,"Dodger Stadium","Los Angeles","CA","151","09-17-2018","vs Colorado Rockies","8-2","W","83-68",NA,NA,NA,NA,NA,NA
"261",2018-09-18,625,1,171,54,2,0,0,163,11,3,"COL","LAN","N",NA,"LOS03",49537,193,"Dodger Stadium","Los Angeles","CA","152","09-18-2018","vs Colorado Rockies","3-2","W","84-68",NA,NA,NA,NA,NA,NA
"262",2018-09-19,582,2,147,44,5,0,0,161,12,2,"COL","LAN","N",NA,"LOS03",50141,185,"Dodger Stadium","Los Angeles","CA","153","09-19-2018","vs Colorado Rockies","5-2","W","85-68",NA,NA,NA,NA,NA,NA
"263",2018-09-20,643,2,137,62,0,0,0,209,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2018-09-21,656,3,159,60,4,0,0,205,9,3,"SDN","LAN","N",NA,"LOS03",52458,237,"Dodger Stadium","Los Angeles","CA","154","09-21-2018","vs San Diego Padres","3-5","L","85-69",NA,NA,NA,NA,NA,NA
"265",2018-09-22,685,1,190,62,1,0,0,214,11,1,"SDN","LAN","N",NA,"LOS03",53536,171,"Dodger Stadium","Los Angeles","CA","155","09-22-2018","vs San Diego Padres","7-2","W","86-69",NA,NA,NA,NA,NA,NA
"266",2018-09-23,609,2,157,51,2,0,0,190,11,4,"SDN","LAN","D",NA,"LOS03",50250,191,"Dodger Stadium","Los Angeles","CA","156","09-23-2018","vs San Diego Padres","14-0","W","87-69",NA,NA,NA,NA,NA,NA
"267",2018-09-24,655,0,167,44,4,0,0,194,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2018-09-25,601,1,133,46,5,0,0,200,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2018-09-26,605,1,139,49,5,0,0,190,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2018-09-27,592,0,147,52,4,0,0,189,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2018-09-28,663,2,183,61,3,0,0,189,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2018-09-29,590,2,172,63,3,0,0,164,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2018-09-30,588,0,180,59,2,0,0,149,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2018-10-01,862,3,219,77,3,0,0,229,6,22,"COL","LAN","D",NA,"LOS03",47816,201,"Dodger Stadium","Los Angeles","CA","163","10-01-2018","vs Colorado Rockies","5-2","W","92-71",NA,NA,NA,NA,NA,NA
"275",2018-10-02,582,1,134,53,0,0,0,179,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2018-10-03,637,1,153,53,9,0,0,187,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2018-10-04,585,2,124,54,3,0,0,190,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2018-10-05,711,1,194,55,1,0,0,212,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2018-10-06,678,3,199,66,6,0,0,197,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2018-10-07,551,0,168,59,2,0,0,151,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2018-10-08,615,0,144,65,3,0,0,192,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2018-10-09,601,0,156,46,4,0,0,177,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2018-10-10,618,0,156,52,6,0,0,174,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2018-10-11,578,1,145,48,1,0,0,175,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2018-10-12,629,1,151,71,1,0,0,178,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2018-10-13,569,0,151,59,2,0,0,178,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2018-10-14,558,1,165,59,7,0,0,153,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2018-10-15,660,2,152,54,5,0,0,211,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2018-10-16,600,2,166,52,1,0,0,189,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2018-10-17,590,0,148,68,3,0,0,200,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2018-10-18,615,1,148,54,1,0,0,181,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2018-10-19,698,2,184,60,2,0,0,190,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2018-10-20,664,1,183,72,4,0,0,185,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2018-10-21,597,1,182,46,2,0,0,177,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2018-10-22,648,1,130,59,4,0,0,173,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2018-10-23,594,0,147,58,2,0,0,166,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2018-10-24,611,1,146,56,3,0,0,176,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2018-10-25,605,0,144,55,1,0,0,198,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",2018-10-26,641,1,156,54,3,0,0,203,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2018-10-27,698,0,206,78,1,0,0,208,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2018-10-28,709,0,227,73,4,0,0,209,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2018-10-29,590,0,158,56,4,0,0,155,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2018-10-30,611,2,131,63,7,0,0,182,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2018-10-31,724,0,189,83,3,0,0,198,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2018-11-01,846,1,182,82,3,0,0,227,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2018-11-02,658,0,148,58,2,0,0,225,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2018-11-03,633,0,165,56,2,0,0,183,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2018-11-04,572,0,158,53,3,0,0,167,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2018-11-05,597,0,134,73,1,0,0,184,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",2018-11-06,588,3,156,49,6,0,0,173,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",2018-11-07,635,1,146,61,6,0,0,201,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2018-11-08,577,1,149,53,3,0,0,169,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2018-11-09,669,1,155,54,4,0,0,179,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2018-11-10,667,1,139,79,4,0,0,204,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2018-11-11,557,1,157,43,3,0,0,156,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2018-11-12,534,2,141,45,2,0,0,172,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2018-11-13,584,0,147,52,2,0,0,169,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2018-11-14,625,0,152,50,2,0,0,212,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2018-11-15,601,0,158,45,1,0,0,192,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2018-11-16,633,2,125,59,1,0,0,218,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2018-11-17,620,1,166,66,5,0,0,188,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2018-11-18,607,0,176,62,1,0,0,183,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2018-11-19,639,1,134,60,4,0,0,199,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2018-11-20,627,0,139,52,3,0,0,193,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2018-11-21,672,4,134,87,0,0,0,200,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2018-11-22,570,2,165,77,0,0,0,144,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2018-11-23,593,0,147,53,3,0,0,215,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2018-11-24,634,1,166,51,0,0,0,216,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2018-11-25,603,1,177,48,3,0,0,204,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2018-11-26,627,0,129,48,4,0,0,213,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2018-11-27,630,0,136,43,2,0,0,222,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2018-11-28,684,2,140,60,6,0,0,227,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2018-11-29,560,0,122,49,1,0,0,171,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2018-11-30,689,1,136,62,5,0,0,242,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",2018-12-01,794,1,188,54,1,0,0,228,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2018-12-02,580,3,132,65,3,0,0,173,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",2018-12-03,548,0,112,48,3,0,0,164,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",2018-12-04,558,0,131,38,5,0,0,190,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2018-12-05,572,0,117,33,4,0,0,204,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2018-12-06,568,0,108,53,1,0,0,195,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2018-12-07,678,1,154,58,2,0,0,216,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2018-12-08,654,0,175,74,0,0,0,208,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2018-12-09,566,1,152,70,1,0,0,156,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2018-12-10,642,0,153,61,5,0,0,209,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2018-12-11,604,0,138,55,2,0,0,208,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2018-12-12,621,2,136,57,5,0,0,189,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",2018-12-13,671,0,209,51,1,0,0,175,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",2018-12-14,683,3,147,67,1,0,0,238,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2018-12-15,640,1,158,64,4,0,0,206,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2018-12-16,637,1,231,50,1,0,0,158,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2018-12-17,573,0,131,49,3,0,0,186,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2018-12-18,650,0,158,46,3,0,0,231,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2018-12-19,618,1,129,65,0,0,0,197,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
